chroma_means_0,chroma_means_1,chroma_means_10,chroma_means_11,chroma_means_2,chroma_means_3,chroma_means_4,chroma_means_5,chroma_means_6,chroma_means_7,chroma_means_8,chroma_means_9,contrast_means_0,contrast_means_1,contrast_means_2,contrast_means_3,contrast_means_4,contrast_means_5,contrast_means_6,duration_sec,dynamic_range,filename,filesize_mb,mfcc_means_0,mfcc_means_1,mfcc_means_10,mfcc_means_11,mfcc_means_12,mfcc_means_2,mfcc_means_3,mfcc_means_4,mfcc_means_5,mfcc_means_6,mfcc_means_7,mfcc_means_8,mfcc_means_9,rms_mean,rms_std,sample_rate,session,spectral_bandwidth_mean,spectral_centroid_mean,spectral_centroid_std,spectral_flatness_mean,spectral_rolloff_mean,tempo_bpm,zero_crossing_rate_mean
0.239,0.423,0.24,0.249,0.405,0.275,0.293,0.243,0.346,0.323,0.321,0.4,23.132,16.781,22.621,21.167,19.286,18.342,44.988,149.79,0.1803,s23-05-polka.mp3,4.58,-139.2,79.46,4.9,0.39,0.66,0.58,27.36,-2.87,3.04,1.4,2.46,-9.22,1.06,0.1337,0.0558,22050,mmx-session23,2450.9,2293.4,776.9,0.0136,4843.4,112.3,0.0882
0.151,0.161,0.304,0.12,0.332,0.202,0.131,0.177,0.205,0.412,0.2,0.328,23.083,20.272,26.621,26.89,22.132,23.026,46.703,174.1,0.1925,s23-06-baroque-chopral.mp3,5.32,-212.97,97.77,-11.45,-6.38,-13.33,9.67,31.46,-4.25,-3.0,14.4,-10.49,7.96,-3.84,0.1216,0.0596,22050,mmx-session23,2160.7,1865.9,886.9,0.0046,3691.5,161.5,0.0798
0.291,0.381,0.3,0.38,0.325,0.356,0.429,0.316,0.343,0.261,0.345,0.356,22.729,17.879,22.184,20.848,18.438,17.473,48.003,197.94,0.2343,s23-07-tropical-house.mp3,6.05,-207.7,64.07,1.0,3.18,-14.33,41.18,23.03,0.21,1.97,-2.78,-2.26,-1.3,-0.41,0.1219,0.0699,22050,mmx-session23,2860.4,2653.6,1202.5,0.0186,6034.0,136.0,0.0871
0.365,0.303,0.34,0.287,0.353,0.327,0.327,0.225,0.197,0.259,0.297,0.473,21.78,19.317,22.097,21.713,19.413,17.976,46.206,147.59,0.2379,s23-08-dub-reggae.mp3,4.51,-192.17,70.53,-3.25,2.98,-6.06,31.36,25.22,-10.93,9.85,-5.91,-0.73,5.63,-6.13,0.1313,0.0689,22050,mmx-session23,2533.9,2353.2,1149.4,0.016,5071.2,86.1,0.0889
0.311,0.259,0.302,0.396,0.29,0.327,0.51,0.345,0.411,0.356,0.304,0.313,20.762,16.097,20.958,18.95,17.126,15.901,48.471,214.99,0.1999,s23-09-trap-metal.mp3,6.57,-127.94,60.22,5.84,4.52,-0.25,-6.37,29.1,-5.53,12.27,0.8,11.67,1.78,8.75,0.1239,0.0567,22050,mmx-session23,2518.0,2672.6,865.4,0.0257,5554.2,92.3,0.1099
0.416,0.259,0.15,0.183,0.127,0.146,0.259,0.349,0.163,0.271,0.204,0.1,21.463,20.122,25.596,25.283,21.82,22.239,45.416,202.54,0.1671,s23-10-minimalist-classical.mp3,6.19,-302.15,89.49,-5.5,5.11,-10.61,30.49,23.66,1.95,-15.94,5.13,-15.31,13.48,0.42,0.0702,0.0558,22050,mmx-session23,2221.8,1929.3,1283.8,0.0078,3870.0,143.6,0.0811
0.538,0.472,0.537,0.529,0.438,0.57,0.65,0.615,0.522,0.517,0.534,0.564,19.556,12.657,15.443,19.12,18.432,16.694,46.261,157.52,0.3886,s23-11-throat-acid.mp3,4.82,-174.75,130.18,7.42,14.88,5.19,30.66,39.58,1.46,3.6,3.47,18.24,12.28,8.81,0.2219,0.1218,22050,mmx-session23,1847.8,1148.9,505.5,0.002,2155.1,129.2,0.0377
0.367,0.271,0.224,0.232,0.357,0.288,0.487,0.357,0.208,0.287,0.269,0.372,22.786,17.749,21.963,22.284,19.501,16.119,44.683,162.84,0.2577,s23-12-panpipe-garage.mp3,4.98,-184.61,82.93,-2.96,-0.03,-6.56,24.44,15.75,3.31,14.21,4.31,3.97,-5.16,2.48,0.1195,0.0791,22050,mmx-session23,2646.2,2359.0,1066.9,0.0198,5208.1,83.4,0.0808
0.203,0.28,0.326,0.185,0.342,0.504,0.293,0.319,0.313,0.204,0.235,0.211,16.782,18.094,19.325,18.164,16.633,15.571,44.825,254.41,0.3038,s23-13-gamelan-techno.mp3,7.78,-136.28,94.2,-4.16,0.49,-3.01,-11.76,10.87,-2.72,3.45,-1.39,3.24,-1.95,-0.01,0.1614,0.0898,22050,mmx-session23,2258.8,1929.9,715.7,0.0155,4000.2,143.6,0.0667
0.316,0.25,0.203,0.281,0.324,0.276,0.361,0.259,0.224,0.313,0.256,0.302,23.277,18.753,24.422,22.974,19.706,17.839,44.979,154.91,0.2288,s23-14-indie-folk.mp3,4.74,-247.51,104.29,0.82,1.09,-2.89,25.65,26.12,4.41,-0.99,-1.75,-0.36,-8.48,1.33,0.1155,0.0668,22050,mmx-session23,1962.8,1485.3,939.0,0.0057,2859.4,143.6,0.056
0.274,0.283,0.285,0.245,0.37,0.284,0.385,0.358,0.219,0.257,0.266,0.368,20.428,16.828,22.2,21.654,18.281,19.062,48.607,168.46,0.1579,s23-15-death-metal-broadway.mp3,5.15,-122.77,64.41,-3.03,10.74,-5.29,1.65,36.05,-5.67,7.57,12.81,2.2,4.61,11.84,0.1318,0.0492,22050,mmx-session23,2553.0,2619.7,766.0,0.0196,5276.3,95.7,0.1121
0.271,0.265,0.223,0.305,0.392,0.28,0.3,0.248,0.331,0.331,0.234,0.249,23.635,20.804,22.863,20.445,18.334,18.125,46.889,183.6,0.3776,s23-16-cover-bossa-to-ambient.mp3,5.61,-171.5,61.69,-7.18,-2.34,-8.12,38.22,38.23,7.87,4.8,2.81,-1.28,2.24,0.55,0.1958,0.121,22050,mmx-session23,2582.1,2467.7,1372.9,0.0186,5176.7,161.5,0.0873
0.252,0.268,0.284,0.407,0.315,0.257,0.33,0.254,0.336,0.37,0.223,0.219,22.522,19.069,22.475,20.679,19.42,17.726,43.343,185.79,0.2167,s24-01-wesley-dreams-ambient.mp3,5.68,-264.51,96.19,-2.28,-0.46,-4.37,45.32,25.43,15.84,-1.84,-7.3,-5.43,-3.98,4.6,0.1116,0.0713,22050,mmx-session24,2176.0,1603.8,1131.2,0.0072,3492.5,99.4,0.0532
0.209,0.251,0.4,0.248,0.334,0.468,0.311,0.298,0.299,0.227,0.285,0.305,24.223,18.934,22.93,21.353,18.805,17.546,46.381,173.55,0.2479,s24-02-foghorn-bass-doomjazz.mp3,5.3,-199.56,71.88,-1.06,0.69,-4.27,8.15,35.12,2.14,10.12,4.39,2.29,-2.02,-1.26,0.1234,0.0748,22050,mmx-session24,2389.7,2132.2,905.5,0.0122,4570.4,99.4,0.0731
0.241,0.323,0.261,0.216,0.275,0.309,0.197,0.205,0.316,0.306,0.443,0.257,22.229,19.369,22.415,21.518,19.398,21.208,45.462,163.36,0.1999,s24-03-glacier-synth-drone.mp3,4.99,-246.54,88.5,-1.05,-11.92,-5.88,5.02,24.19,2.12,-0.12,6.8,-5.27,7.88,-4.46,0.0922,0.066,22050,mmx-session24,2148.0,1913.9,1191.5,0.0112,3840.0,89.1,0.079
0.2,0.263,0.226,0.359,0.167,0.186,0.171,0.136,0.274,0.174,0.253,0.162,20.333,20.767,25.991,25.397,21.17,20.443,45.627,147.11,0.1489,s24-04-printed-flute-minimal.mp3,4.5,-337.07,113.84,-10.25,-0.72,-6.4,40.64,20.25,1.11,-8.5,0.23,-9.8,-0.46,-4.27,0.0643,0.046,22050,mmx-session24,1770.9,1294.5,979.7,0.0035,2245.3,129.2,0.056
0.327,0.5,0.217,0.254,0.413,0.311,0.178,0.134,0.192,0.283,0.413,0.315,23.105,19.601,20.822,21.796,17.889,19.114,45.411,204.74,0.1529,s24-05-last-sign-off-dark-ambient.mp3,6.26,-276.02,90.26,10.2,3.25,-4.0,44.51,23.27,9.13,-2.63,21.89,6.78,17.6,3.18,0.0932,0.0464,22050,mmx-session24,2647.2,2023.9,1352.2,0.0094,4543.5,63.0,0.0591
0.507,0.328,0.361,0.337,0.262,0.235,0.279,0.235,0.224,0.358,0.376,0.51,23.983,21.956,22.407,20.688,18.181,17.681,44.364,189.81,0.2173,60-the-queue-structured.mp3,5.8,-243.59,87.34,-4.69,-4.1,-9.65,50.37,49.16,24.42,12.78,16.09,3.59,2.22,4.88,0.1358,0.0637,22050,mmx-session28,2260.5,1603.2,1089.0,0.0045,3429.7,86.1,0.043
0.417,0.248,0.308,0.32,0.27,0.254,0.31,0.21,0.172,0.231,0.325,0.506,23.402,20.796,24.093,20.0,18.02,16.882,43.466,165.01,0.1894,61-the-queue-freeverse.mp3,5.04,-220.86,87.97,-1.14,0.08,0.41,34.68,35.7,13.19,4.17,7.2,0.84,1.68,-2.03,0.1105,0.0608,22050,mmx-session28,2509.1,1917.2,1023.4,0.0103,4225.9,123.0,0.0578
0.298,0.311,0.294,0.26,0.408,0.345,0.357,0.314,0.195,0.214,0.273,0.361,23.802,21.151,22.465,20.388,19.017,16.955,46.284,190.04,0.4131,62-the-tensor-shoegaze-cover-of-cover.mp3,5.81,-203.54,61.53,-0.74,-0.35,-6.22,31.83,35.55,17.17,5.44,2.7,8.32,1.83,1.39,0.1894,0.1316,22050,mmx-session28,2508.3,2146.5,1302.1,0.0131,4607.8,184.6,0.0725
0.273,0.294,0.248,0.235,0.645,0.291,0.257,0.271,0.188,0.206,0.211,0.347,24.845,15.299,24.688,24.539,21.589,19.315,52.666,131.81,0.2614,63-klezmer-dubstep.mp3,4.03,-202.15,53.08,2.89,14.36,-1.99,8.13,38.48,-8.71,5.79,-0.58,5.71,-7.09,2.5,0.1208,0.0819,22050,mmx-session28,2352.8,2425.1,949.9,0.0114,5039.1,123.0,0.0978
0.165,0.206,0.282,0.145,0.447,0.222,0.286,0.3,0.154,0.225,0.205,0.402,22.142,20.715,26.835,25.833,21.255,21.904,45.72,186.41,0.1785,64-the-cosmic-web.mp3,5.7,-308.38,110.48,-4.76,-4.9,-6.01,15.72,42.25,-6.09,-8.96,11.03,-9.44,-12.0,-4.96,0.0776,0.0542,22050,mmx-session29,1632.8,1343.8,836.5,0.0029,2571.8,143.6,0.0598
0.379,0.263,0.186,0.286,0.341,0.293,0.462,0.33,0.272,0.395,0.258,0.25,23.558,18.938,23.784,22.21,19.922,19.155,44.88,133.81,0.2425,65-the-quartz-clock.mp3,4.09,-202.16,97.51,-1.58,5.2,0.12,16.87,31.97,1.3,-4.73,-4.74,-1.88,-3.23,3.45,0.1316,0.0691,22050,mmx-session29,2110.1,1854.6,1123.2,0.0114,3750.0,89.1,0.0711
0.418,0.36,0.404,0.376,0.434,0.392,0.347,0.412,0.327,0.406,0.328,0.352,22.763,17.896,20.822,19.842,18.825,18.489,43.416,262.01,0.2373,prompt-detailed.mp3,8.01,-214.27,98.71,7.3,1.65,-4.64,28.23,37.18,18.19,5.75,6.62,6.35,7.85,7.89,0.1478,0.0708,22050,mmx-session29,2114.5,1640.5,1142.0,0.0091,3445.7,184.6,0.0515
0.49,0.35,0.286,0.365,0.415,0.369,0.276,0.259,0.286,0.425,0.274,0.256,24.509,19.279,22.059,21.362,20.402,19.001,44.38,252.61,0.2676,prompt-medium.mp3,7.72,-229.92,102.84,-4.27,3.19,-7.61,19.41,27.14,6.36,8.32,-0.54,-0.23,7.52,-2.03,0.122,0.0784,22050,mmx-session29,1872.1,1544.3,1072.4,0.0095,3147.9,95.7,0.0591
0.491,0.329,0.294,0.328,0.305,0.25,0.193,0.245,0.276,0.455,0.344,0.255,23.099,20.45,22.113,20.127,19.603,20.331,45.542,180.81,0.1406,prompt-minimal.mp3,5.53,-204.31,116.43,-0.67,-13.9,0.44,6.78,51.37,21.89,11.2,9.43,10.22,2.07,4.0,0.1334,0.0471,22050,mmx-session29,1841.4,1401.9,856.0,0.0052,2818.6,92.3,0.0513
0.383,0.25,0.204,0.244,0.26,0.214,0.305,0.275,0.236,0.328,0.228,0.247,23.371,20.642,24.411,23.038,19.144,17.863,46.119,93.21,0.2102,vocal-bpm-100.mp3,2.85,-237.14,82.84,-3.92,1.04,-7.43,22.73,34.19,4.55,6.97,2.7,-1.46,0.86,0.97,0.1035,0.0644,22050,mmx-session29,2328.5,1922.0,1089.9,0.0095,4062.7,103.4,0.0663
0.318,0.155,0.209,0.237,0.203,0.176,0.303,0.213,0.119,0.201,0.255,0.384,24.764,22.027,25.628,23.376,18.814,19.938,46.132,100.01,0.2112,vocal-bpm-120.mp3,3.06,-228.78,117.06,-6.92,-7.01,-13.61,8.72,25.68,1.47,3.59,18.65,-3.32,-7.55,-12.07,0.1317,0.0635,22050,mmx-session29,1848.0,1333.3,723.9,0.003,2476.6,117.5,0.051
0.565,0.365,0.204,0.356,0.286,0.23,0.295,0.209,0.147,0.236,0.18,0.176,24.613,22.69,21.422,19.323,18.448,17.84,45.237,103.61,0.2639,vocal-bpm-140.mp3,3.17,-250.27,74.28,-4.88,-1.21,-5.4,17.21,27.41,13.35,19.16,14.77,-1.52,12.78,-4.67,0.1019,0.0812,22050,mmx-session29,2568.0,2074.7,978.2,0.0094,4636.4,107.7,0.0568
0.455,0.303,0.163,0.265,0.277,0.221,0.307,0.25,0.23,0.4,0.261,0.216,23.576,20.975,25.019,22.68,19.649,18.26,44.012,65.21,0.2324,vocal-bpm-40.mp3,2.0,-277.44,110.83,-2.42,-4.74,-2.29,51.5,42.09,15.31,11.8,9.36,-1.02,7.74,0.43,0.1156,0.0661,22050,mmx-session29,1896.2,1293.7,1099.1,0.0048,2431.6,86.1,0.0422
0.421,0.294,0.319,0.404,0.282,0.268,0.39,0.259,0.247,0.326,0.257,0.312,20.627,21.284,20.416,18.777,18.271,17.387,46.535,66.81,0.2767,vocal-bpm-60.mp3,2.04,-227.59,94.09,-7.06,-4.7,-2.26,23.21,39.54,8.04,24.48,14.12,7.28,17.95,4.78,0.1381,0.0766,22050,mmx-session29,2190.1,1615.6,949.8,0.0068,3376.5,92.3,0.0503
0.304,0.167,0.168,0.24,0.197,0.189,0.445,0.435,0.273,0.37,0.205,0.247,25.755,19.69,24.119,23.243,20.053,19.158,46.611,41.01,0.1573,vocal-bpm-80.mp3,1.26,-297.03,109.42,-6.18,-2.58,-15.4,17.45,24.69,7.57,-0.99,-3.23,-1.83,-3.13,3.44,0.0874,0.0481,22050,mmx-session29,1749.6,1458.3,1118.0,0.0056,2656.0,64.6,0.0596
0.422,0.419,0.363,0.396,0.514,0.437,0.488,0.331,0.297,0.396,0.375,0.421,23.508,17.024,19.556,18.362,17.624,16.597,47.783,230.61,0.3166,arc-01-anxiety-to-peace.mp3,7.05,-170.57,77.17,4.11,7.93,-3.96,26.62,20.12,3.26,15.73,3.65,5.64,13.64,8.3,0.1678,0.0908,22050,mmx-session31,2641.2,2289.2,1134.6,0.0127,5237.9,92.3,0.061
0.286,0.218,0.284,0.277,0.308,0.312,0.444,0.277,0.164,0.185,0.251,0.38,21.494,20.231,24.22,21.983,19.69,19.079,46.501,177.21,0.2574,arc-02-nostalgia-to-dread.mp3,5.42,-208.9,70.22,-6.56,-2.07,-9.87,16.58,43.36,1.14,8.37,5.26,-2.46,0.44,-0.48,0.1276,0.0732,22050,mmx-session31,2339.5,2081.2,1004.3,0.0105,4385.4,161.5,0.073
0.281,0.354,0.304,0.321,0.452,0.344,0.343,0.293,0.408,0.3,0.308,0.411,22.674,17.178,21.311,21.18,18.737,18.235,45.197,188.81,0.1946,arc-03-joy-to-fury.mp3,5.77,-138.21,43.53,8.21,4.41,-1.07,-11.95,32.68,3.69,9.31,12.76,7.44,1.78,8.66,0.1318,0.0552,22050,mmx-session31,2570.5,2818.5,868.4,0.0236,5567.9,143.6,0.1167
0.226,0.191,0.317,0.208,0.383,0.382,0.235,0.276,0.218,0.364,0.255,0.232,23.294,21.06,25.322,23.753,20.979,20.905,46.795,217.41,0.1654,arc-04-loneliness-to-awe.mp3,6.64,-244.17,83.88,-3.58,5.53,-7.4,9.41,41.97,10.57,-1.34,8.7,1.92,-1.71,4.7,0.0903,0.0517,22050,mmx-session31,2202.9,1888.2,997.1,0.0067,3917.0,152.0,0.0695
0.408,0.286,0.31,0.313,0.274,0.385,0.427,0.523,0.331,0.285,0.307,0.249,21.865,19.222,22.42,21.326,19.497,19.178,46.947,248.01,0.2024,arc-05-confusion-to-certainty.mp3,7.58,-165.15,29.65,5.63,-3.85,-6.36,24.47,33.22,-11.93,23.66,-6.89,5.55,5.11,-9.96,0.1163,0.0602,22050,mmx-session31,2667.6,3403.1,1164.8,0.0299,6194.3,92.3,0.175
0.291,0.357,0.424,0.305,0.33,0.452,0.298,0.306,0.341,0.311,0.373,0.329,22.36,17.691,20.63,20.692,18.369,16.904,46.104,222.81,0.2039,minimal-concrete.mp3,6.81,-178.3,88.63,-1.44,3.55,-6.84,13.17,32.16,4.1,5.93,-0.4,5.9,3.7,2.24,0.117,0.0621,22050,mmx-session31,2259.0,1949.2,864.2,0.0112,4255.5,92.3,0.0715
0.487,0.376,0.421,0.354,0.3,0.29,0.272,0.354,0.257,0.326,0.364,0.336,22.454,17.93,21.169,20.69,18.636,19.875,44.47,201.41,0.2184,minimal-distance.mp3,6.16,-170.77,70.01,-7.39,2.48,-5.57,2.34,37.88,5.42,0.88,8.78,-3.24,12.9,3.18,0.124,0.0661,22050,mmx-session31,2494.1,2462.8,1118.7,0.0188,5071.2,123.0,0.096
0.469,0.46,0.515,0.451,0.397,0.436,0.386,0.405,0.314,0.327,0.356,0.367,19.351,19.408,20.456,20.164,19.354,19.035,42.765,204.81,0.232,minimal-rain.mp3,6.26,-302.76,77.48,-1.57,-0.26,1.79,60.26,28.55,22.01,12.76,15.29,0.27,15.84,8.04,0.1044,0.0698,22050,mmx-session31,2450.6,1928.1,1587.8,0.01,4179.8,123.0,0.0583
0.284,0.372,0.271,0.263,0.53,0.345,0.35,0.359,0.261,0.266,0.285,0.384,23.421,17.587,22.046,20.698,18.895,18.219,44.618,190.01,0.2394,minimal-spark.mp3,5.81,-161.17,64.76,7.49,2.36,-0.1,5.42,11.51,-6.13,1.63,10.86,-3.35,13.29,1.51,0.1287,0.0696,22050,mmx-session31,2778.1,2794.3,1191.7,0.0238,5954.8,117.5,0.1077
0.276,0.382,0.374,0.27,0.371,0.408,0.288,0.305,0.213,0.174,0.257,0.258,23.976,19.917,22.839,21.846,19.535,18.9,43.038,181.21,0.2499,minimal-velvet.mp3,5.54,-230.35,80.19,-8.49,-2.84,-7.06,42.06,23.01,-4.45,2.29,7.02,-13.95,8.18,-0.86,0.1227,0.0702,22050,mmx-session31,2586.1,2137.6,1194.0,0.0123,4717.2,112.3,0.0734
0.301,0.332,0.274,0.257,0.461,0.362,0.302,0.347,0.264,0.326,0.297,0.31,25.312,19.424,22.406,20.893,19.951,18.607,47.072,76.21,0.2188,m3-01-celestial-jazz-hop.mp3,2.33,-238.6,83.77,-4.53,2.38,-8.24,14.44,22.21,4.81,-1.13,-2.75,0.52,-2.47,2.33,0.0973,0.0717,22050,mmx-session32,2288.5,1970.1,1068.3,0.0132,4090.1,117.5,0.077
0.34,0.303,0.329,0.353,0.401,0.342,0.403,0.292,0.284,0.308,0.376,0.502,23.617,18.791,22.425,21.227,19.961,16.78,46.754,94.41,0.2143,m3-02-quantum-disco-flamenco.mp3,2.89,-155.73,39.01,1.32,3.94,-4.53,30.52,37.98,5.6,6.17,0.49,4.1,-4.36,6.1,0.1296,0.0627,22050,mmx-session32,2969.6,3108.5,1025.0,0.0266,6746.8,129.2,0.1028
0.317,0.2,0.371,0.579,0.239,0.365,0.515,0.362,0.36,0.344,0.307,0.296,22.107,17.818,21.696,20.972,19.525,17.63,47.846,113.61,0.2332,m3-03-apocalyptic-polka-punk.mp3,3.47,-164.18,66.4,0.86,4.86,-4.76,7.05,21.93,0.21,15.77,-1.2,7.02,-7.09,0.94,0.1256,0.068,22050,mmx-session32,2539.7,2422.1,936.6,0.0171,5258.7,136.0,0.0929
0.327,0.222,0.277,0.223,0.265,0.214,0.355,0.397,0.253,0.304,0.256,0.363,21.121,19.318,25.079,22.965,19.221,17.503,44.145,166.41,0.243,m3-04-deep-sea-bossa-vaporwave.mp3,5.09,-225.53,107.67,0.6,-0.44,-5.05,30.88,32.46,12.09,3.48,9.56,1.87,-4.55,-2.1,0.1413,0.0706,22050,mmx-session32,2075.5,1422.1,897.5,0.0061,2688.8,112.3,0.0488
0.622,0.426,0.384,0.477,0.393,0.423,0.435,0.348,0.369,0.499,0.388,0.34,22.58,15.055,20.158,19.595,18.576,18.096,45.9,76.41,0.2625,m3-05-glitch-hop-celtic.mp3,2.34,-171.6,59.53,-0.77,7.29,-0.01,10.43,20.73,-4.5,-2.86,4.34,-0.33,-1.42,7.4,0.1526,0.0875,22050,mmx-session32,2620.5,2509.2,1165.0,0.0206,5341.1,172.3,0.085
0.203,0.266,0.402,0.232,0.36,0.251,0.277,0.264,0.176,0.171,0.323,0.509,24.725,22.982,21.642,20.499,19.479,19.255,47.877,182.81,0.181,structure-with-tags.mp3,5.59,-298.95,85.23,-4.72,3.9,-8.38,30.66,46.29,34.99,13.54,13.68,10.14,4.26,5.47,0.0947,0.0591,22050,mmx-session32,2003.3,1345.1,966.6,0.0038,2714.2,117.5,0.0376
0.256,0.368,0.267,0.369,0.254,0.275,0.403,0.275,0.337,0.256,0.337,0.37,22.673,17.533,22.291,22.889,20.572,19.311,46.714,196.41,0.2103,contra-01-happy-sad.mp3,6.0,-157.97,64.4,-7.63,3.66,-5.82,0.99,16.55,-3.45,0.68,7.64,0.89,7.7,7.56,0.1263,0.0617,22050,mmx-session33,2614.2,2662.6,1067.3,0.0197,5526.7,123.0,0.1075
0.408,0.534,0.349,0.42,0.506,0.475,0.398,0.407,0.523,0.431,0.394,0.347,22.262,16.804,19.551,18.388,18.221,18.16,46.105,190.81,0.1597,contra-02-fast-tired.mp3,5.83,-102.54,25.86,1.6,8.26,-8.76,-8.26,50.21,3.12,7.87,11.91,4.23,3.45,1.01,0.1179,0.0501,22050,mmx-session33,2610.6,3474.0,748.2,0.0505,6292.8,184.6,0.1971
0.363,0.473,0.349,0.392,0.334,0.291,0.204,0.178,0.2,0.297,0.43,0.342,24.035,21.258,21.065,19.817,18.29,20.953,43.804,266.21,0.2365,imposs-17-gamelan-drone.mp3,8.14,-282.24,79.76,-8.64,-3.59,-6.15,27.99,31.0,18.25,-6.55,6.14,-2.02,8.15,6.47,0.1121,0.0764,22050,mmx-session33,2134.4,1757.7,1357.9,0.0092,3727.6,92.3,0.0497
0.327,0.359,0.488,0.342,0.321,0.359,0.268,0.4,0.349,0.283,0.346,0.375,22.9,15.618,20.87,18.678,18.769,17.363,49.041,213.21,0.159,imposs-18-blackgaze-dub.mp3,6.52,-123.31,46.05,-2.74,7.35,-1.95,8.15,39.16,0.56,8.03,2.97,9.9,1.75,9.09,0.1267,0.0498,22050,mmx-session33,2764.5,3050.6,842.6,0.0289,6403.3,117.5,0.1264
0.263,0.294,0.416,0.254,0.354,0.474,0.317,0.367,0.334,0.304,0.323,0.313,22.922,18.118,23.174,22.311,20.506,18.015,47.925,267.41,0.2042,imposs-19-balkan-math.mp3,8.17,-136.32,44.44,2.77,4.09,-1.65,11.37,45.22,1.56,14.56,-2.15,7.44,-0.13,3.02,0.1332,0.0592,22050,mmx-session33,2639.2,2906.5,857.8,0.0216,5868.5,136.0,0.1222
0.255,0.341,0.392,0.24,0.398,0.521,0.359,0.347,0.323,0.247,0.316,0.272,23.525,19.382,22.591,22.634,20.206,18.945,46.831,240.21,0.2157,imposs-20-ambient-bluegrass.mp3,7.34,-180.29,74.64,-1.7,5.84,-10.13,13.4,46.92,5.84,5.6,9.09,9.4,5.64,1.91,0.1212,0.0618,22050,mmx-session33,2393.0,2138.6,913.8,0.0112,4608.9,107.7,0.0758
0.338,0.235,0.216,0.236,0.275,0.183,0.247,0.321,0.195,0.251,0.246,0.325,23.391,20.14,24.7,23.939,21.199,20.044,46.873,209.81,0.235,neg-01-no-drums.mp3,6.41,-258.92,73.08,-6.93,2.63,-10.01,11.76,12.53,-2.83,-3.31,3.39,-3.65,-1.33,1.99,0.0983,0.0743,22050,mmx-session33,2324.2,1988.8,1049.4,0.0098,4170.9,103.4,0.0746
0.41,0.362,0.381,0.436,0.409,0.518,0.706,0.673,0.529,0.464,0.424,0.376,23.676,13.76,16.959,15.338,16.336,18.647,44.158,173.41,0.2839,neg-02-no-melody.mp3,5.3,-210.59,94.84,5.07,8.0,-1.5,8.07,29.17,13.16,-2.63,4.92,0.58,-0.15,5.83,0.1359,0.086,22050,mmx-session33,2044.5,1739.1,1167.2,0.014,3461.3,95.7,0.0546
0.241,0.234,0.199,0.289,0.397,0.293,0.342,0.206,0.219,0.293,0.254,0.238,24.488,20.511,23.837,21.299,18.077,18.082,44.046,214.01,0.2145,neg-03-never-resolves.mp3,6.54,-236.09,98.21,0.5,-0.37,-5.02,18.66,33.15,-1.62,-2.76,1.46,-1.78,2.83,-2.45,0.1162,0.0655,22050,mmx-session33,2081.2,1566.8,851.3,0.0047,3162.4,129.2,0.0484
0.341,0.368,0.281,0.397,0.324,0.221,0.265,0.304,0.405,0.338,0.24,0.214,24.597,21.295,21.369,20.538,19.317,24.014,46.474,197.61,0.21,neg-04-silence-as-instrument.mp3,6.04,-286.94,73.71,-0.09,-0.98,-3.18,23.41,28.79,20.04,-7.58,25.56,-3.92,13.46,6.55,0.0981,0.0619,22050,mmx-session33,2599.2,1997.4,1170.6,0.0059,4543.5,103.4,0.0537
0.434,0.309,0.238,0.315,0.377,0.315,0.407,0.342,0.297,0.416,0.314,0.302,23.055,18.607,22.693,21.9,19.818,17.216,45.796,229.01,0.2109,neg-05-happy-grief.mp3,7.0,-158.93,55.23,3.63,0.88,-6.06,24.48,37.86,5.88,15.82,7.99,4.09,2.92,0.43,0.1267,0.0588,22050,mmx-session33,2750.0,2736.4,1079.0,0.0217,5852.9,117.5,0.1034
0.339,0.349,0.42,0.352,0.385,0.559,0.373,0.373,0.311,0.271,0.312,0.32,22.271,17.227,19.993,18.011,17.578,20.17,43.899,221.81,0.2378,p1-cavern-ocean.mp3,6.78,-193.95,94.85,8.78,0.17,-1.39,3.67,20.25,-1.49,-8.71,4.89,-5.33,3.86,0.23,0.1338,0.0691,22050,mmx-session34,2349.3,2003.9,1028.0,0.0108,4243.0,95.7,0.0656
