chroma_means_0,chroma_means_1,chroma_means_10,chroma_means_11,chroma_means_2,chroma_means_3,chroma_means_4,chroma_means_5,chroma_means_6,chroma_means_7,chroma_means_8,chroma_means_9,contrast_means_0,contrast_means_1,contrast_means_2,contrast_means_3,contrast_means_4,contrast_means_5,contrast_means_6,duration_sec,dynamic_range,filename,filesize_mb,mfcc_means_0,mfcc_means_1,mfcc_means_10,mfcc_means_11,mfcc_means_12,mfcc_means_2,mfcc_means_3,mfcc_means_4,mfcc_means_5,mfcc_means_6,mfcc_means_7,mfcc_means_8,mfcc_means_9,rms_mean,rms_std,sample_rate,session,spectral_bandwidth_mean,spectral_centroid_mean,spectral_centroid_std,spectral_flatness_mean,spectral_rolloff_mean,tempo_bpm,zero_crossing_rate_mean
0.236,0.137,0.17,0.161,0.228,0.203,0.408,0.293,0.272,0.283,0.24,0.437,22.236,20.984,26.586,23.175,21.951,20.686,47.52,90.0,0.155,799fd37b-e0dc-2954-73a6-7694671ee25c.mp3,2.75,-343.35,147.16,-8.84,-7.79,-5.58,31.82,34.01,12.6,3.15,-3.3,-5.93,-8.84,-6.79,0.0747,0.0495,22050,ace-step-output,1226.5,746.1,265.6,0.0002,1178.7,152.0,0.0317
0.367,0.306,0.359,0.377,0.344,0.313,0.457,0.276,0.215,0.315,0.371,0.533,21.761,19.07,23.242,20.81,18.932,18.237,46.118,90.0,0.3469,79f43c77-9f6b-df94-4224-b3dc2abbfd45.mp3,2.75,-265.34,98.86,-1.52,3.7,-2.64,49.61,27.48,7.03,2.67,0.48,2.41,-4.71,0.81,0.1327,0.1035,22050,ace-step-output,2116.3,1523.0,1113.3,0.0067,3245.7,143.6,0.0474
0.39,0.333,0.491,0.412,0.341,0.412,0.542,0.684,0.51,0.458,0.467,0.485,21.357,16.121,19.007,14.804,14.863,16.039,46.383,60.0,0.344,7a2b1892-dc23-76d0-7ec4-6e0118e91f5f.mp3,1.83,-338.99,72.41,1.05,3.57,-0.44,66.07,34.97,16.82,18.91,2.98,9.42,-0.81,6.72,0.1454,0.1181,22050,ace-step-output,2141.2,1975.0,1836.6,0.0144,3776.4,123.0,0.0647
0.204,0.168,0.155,0.206,0.312,0.173,0.135,0.153,0.345,0.639,0.376,0.262,21.309,22.451,25.145,21.881,20.745,20.159,46.019,60.0,0.2378,7a42ac3b-c485-b94e-12d8-3a8303d12cf1.mp3,1.83,-323.84,116.18,-11.53,-7.85,-7.65,44.44,36.65,14.65,8.11,4.94,-5.54,-1.78,-5.92,0.1097,0.0738,22050,ace-step-output,1572.9,985.2,807.1,0.0021,1630.8,152.0,0.0329
0.266,0.273,0.281,0.51,0.248,0.292,0.466,0.394,0.48,0.431,0.291,0.257,21.154,17.983,23.259,20.709,21.16,18.486,46.705,60.0,0.2938,7cd87e35-5f12-8799-0af1-f6194a35d92a.mp3,1.83,-344.38,92.2,-4.55,0.57,1.1,45.08,24.6,4.61,1.36,-6.47,0.27,-1.97,0.03,0.0779,0.0887,22050,ace-step-output,1918.7,1404.0,995.5,0.0036,2891.8,136.0,0.0453
0.266,0.235,0.256,0.366,0.313,0.266,0.422,0.235,0.295,0.363,0.275,0.375,20.336,19.265,23.63,20.744,19.865,17.732,46.142,90.0,0.2671,7deaece1-98df-4d1c-4279-9e49274589b5.mp3,2.75,-207.02,79.95,-3.05,1.06,-5.8,27.33,21.85,3.74,0.58,-6.65,-4.26,-8.79,-1.95,0.1217,0.0876,22050,ace-step-output,2384.3,2200.8,1281.1,0.0201,4649.7,112.3,0.0893
0.139,0.099,0.162,0.141,0.133,0.188,0.456,0.368,0.244,0.325,0.26,0.468,21.671,21.051,26.94,24.406,23.697,22.429,47.816,60.0,0.1701,7e1c049c-8175-76e0-c8fb-3a8149fde815.mp3,1.83,-317.23,163.75,-8.13,-4.77,-3.27,17.67,29.92,9.39,-4.16,-3.88,-2.68,-2.43,-4.74,0.091,0.0502,22050,ace-step-output,1125.5,740.7,384.0,0.0002,1237.4,143.6,0.031
0.271,0.314,0.297,0.345,0.47,0.288,0.275,0.21,0.392,0.534,0.38,0.409,19.192,19.043,21.815,20.487,20.347,18.853,46.793,90.0,0.2369,7e8704d5-c7bf-f8a2-542c-8d0654337a70.mp3,2.75,-178.99,75.62,-2.94,1.81,-6.89,34.82,31.76,7.54,7.49,-0.1,1.26,-8.44,0.47,0.1364,0.0723,22050,ace-step-output,2641.9,2300.8,1094.9,0.0152,5237.8,99.4,0.0793
0.226,0.13,0.217,0.178,0.189,0.219,0.478,0.364,0.251,0.319,0.312,0.514,21.984,20.591,26.08,22.638,22.407,19.826,46.559,90.0,0.1886,7f913525-df15-015e-b0ff-fa0eefb0e002.mp3,2.75,-342.56,146.0,-6.27,-4.47,-2.74,38.12,30.92,14.81,3.23,-2.23,-4.84,-6.16,-3.3,0.0812,0.0576,22050,ace-step-output,1199.6,734.9,349.0,0.0002,1231.1,143.6,0.03
0.344,0.198,0.239,0.415,0.208,0.191,0.415,0.338,0.296,0.652,0.312,0.231,21.332,18.914,24.478,22.303,16.6,15.998,46.293,60.0,0.2452,810fac7c-ee72-7616-b0e6-a403d095404d.mp3,1.83,-396.02,125.91,-7.7,-4.34,-2.5,54.34,13.46,3.91,1.61,-4.2,-10.05,-14.13,-11.35,0.0589,0.0764,22050,ace-step-output,1280.4,780.8,404.7,0.0003,1215.8,184.6,0.0319
0.246,0.151,0.178,0.164,0.187,0.275,0.546,0.308,0.256,0.316,0.258,0.443,21.503,21.2,25.599,23.12,22.494,19.97,47.312,60.0,0.1629,8112de10-a6bc-2a6f-73c2-7df3ad2bbd52.mp3,1.83,-335.37,139.08,-7.43,-9.26,-6.99,26.56,27.96,10.9,1.23,-3.2,-6.62,-10.33,-5.0,0.0782,0.0495,22050,ace-step-output,1392.1,895.3,442.0,0.0005,1576.6,143.6,0.0329
0.321,0.213,0.337,0.324,0.214,0.217,0.41,0.245,0.19,0.246,0.342,0.564,19.762,19.567,23.764,20.608,19.531,18.53,46.341,90.0,0.3296,8129d3d2-dd42-ad9a-bec6-25cea093ab2f.mp3,2.75,-234.56,92.67,-4.81,0.52,-4.91,40.21,30.34,4.54,5.31,-2.36,-0.89,-5.75,-4.15,0.1272,0.093,22050,ace-step-output,2268.2,1788.0,1162.9,0.0118,3781.0,172.3,0.0638
0.34,0.3,0.281,0.232,0.361,0.267,0.31,0.319,0.241,0.3,0.25,0.366,21.009,20.347,25.021,21.451,19.584,19.075,46.148,60.0,0.2298,82147964-44ec-58f9-4bb0-4c51820cef41.mp3,1.83,-351.36,107.0,-4.06,-0.16,-4.84,51.85,32.76,13.94,7.9,6.3,-5.21,1.1,-1.58,0.082,0.0716,22050,ace-step-output,1667.0,1089.2,845.0,0.0018,2123.1,73.8,0.0351
0.345,0.302,0.266,0.491,0.418,0.414,0.607,0.355,0.357,0.478,0.261,0.267,21.218,18.146,23.141,22.533,21.087,19.375,48.752,60.0,0.3242,8656a945-1837-c138-6355-05ef374b9641.mp3,1.83,-235.12,103.53,0.36,0.84,-2.59,46.2,30.05,5.66,8.04,-3.1,3.41,-6.77,3.13,0.1466,0.1,22050,ace-step-output,2048.0,1517.8,1017.0,0.0077,3231.1,112.3,0.0498
0.402,0.285,0.423,0.324,0.279,0.31,0.362,0.489,0.319,0.363,0.379,0.305,19.845,17.419,22.391,21.891,20.773,19.86,47.973,60.0,0.2265,8821d44f-fa1b-bab4-12a6-94c93890bea4.mp3,1.83,-233.44,79.55,-3.74,1.19,-3.24,24.95,25.22,-1.57,7.79,-2.13,0.69,-9.95,0.44,0.0986,0.0649,22050,ace-step-output,2446.9,2095.8,994.5,0.0111,4581.5,152.0,0.0726
0.173,0.248,0.155,0.162,0.558,0.315,0.165,0.181,0.326,0.527,0.333,0.256,22.505,22.873,24.04,22.198,21.432,20.84,45.996,60.0,0.2325,88424684-50e3-b769-bd19-544d6f2f49e4.mp3,1.83,-344.66,114.76,-4.38,-3.88,-6.74,47.5,36.39,18.94,6.65,13.83,-4.6,2.01,-3.38,0.099,0.0711,22050,ace-step-output,1755.6,1037.1,747.3,0.0012,1784.3,99.4,0.0275
0.249,0.245,0.357,0.173,0.362,0.272,0.325,0.6,0.31,0.199,0.21,0.52,22.55,19.497,26.18,22.431,19.74,15.415,44.885,60.0,0.1105,887c9af2-1e2d-bec6-0488-d433fc6e6290.mp3,1.83,-409.35,114.31,-4.18,-3.86,-3.98,51.88,17.75,10.38,2.99,-5.58,-6.05,-2.99,-3.11,0.0365,0.0436,22050,ace-step-output,1179.1,767.0,477.9,0.0003,1373.1,47.9,0.0295
0.155,0.108,0.218,0.164,0.146,0.2,0.516,0.401,0.244,0.322,0.313,0.605,21.322,19.834,25.385,22.33,23.473,20.097,48.95,360.0,0.2747,89d75121-aca9-cf22-b528-698f639c6865.mp3,10.99,-282.08,146.38,-5.47,-3.34,-3.42,17.64,18.28,7.03,3.77,-8.95,-5.81,-5.15,-3.96,0.1179,0.0896,22050,ace-step-output,1226.1,846.7,377.7,0.0003,1470.6,60.1,0.0366
0.086,0.167,0.138,0.126,0.41,0.308,0.276,0.27,0.421,0.604,0.344,0.232,22.742,22.69,25.104,21.05,20.816,19.258,45.684,60.0,0.2315,8d39feec-9182-434f-ef17-b87dd456e725.mp3,1.83,-384.04,124.3,-5.58,-8.07,-5.6,61.71,42.04,27.64,13.46,6.63,-0.23,-3.72,-2.26,0.0895,0.0717,22050,ace-step-output,1009.9,525.9,372.4,0.0001,757.4,112.3,0.0197
0.336,0.396,0.364,0.289,0.557,0.407,0.358,0.414,0.327,0.304,0.321,0.503,21.515,17.963,21.102,18.984,18.217,18.295,46.361,90.0,0.2449,8f91d9bb-325c-fc7a-e808-1db7d8bb0311.mp3,2.75,-269.13,86.57,-3.26,2.34,-5.81,31.01,31.45,9.34,4.96,4.7,3.23,-6.84,2.07,0.1034,0.0793,22050,ace-step-output,2341.8,1761.5,1028.8,0.0117,3851.0,86.1,0.0504
0.206,0.188,0.197,0.288,0.286,0.28,0.425,0.249,0.268,0.362,0.244,0.287,21.805,21.415,24.65,21.997,20.578,19.393,46.11,90.0,0.216,90914d6a-48d9-e0f9-2a26-c20b4cf0d17c.mp3,2.75,-289.6,107.45,-4.57,-0.2,-5.86,39.56,29.7,7.83,1.51,-0.0,-4.13,-8.89,-3.14,0.0968,0.0666,22050,ace-step-output,2003.6,1483.0,1124.8,0.007,2881.6,152.0,0.0509
0.248,0.27,0.191,0.191,0.462,0.278,0.155,0.134,0.263,0.416,0.287,0.301,22.294,22.727,25.587,22.31,20.376,19.825,45.481,60.0,0.1776,945f7118-27f7-79bb-f016-513029734d6a.mp3,1.83,-358.74,119.36,-6.45,-5.61,-5.85,60.63,39.04,17.42,8.67,5.85,-4.91,2.28,-5.4,0.0862,0.0592,22050,ace-step-output,1406.5,841.1,875.6,0.0016,1367.0,76.0,0.0302
0.408,0.479,0.399,0.46,0.545,0.362,0.335,0.364,0.685,0.583,0.433,0.441,20.578,16.682,19.667,18.301,18.497,17.866,47.086,60.0,0.2572,948882df-f246-689c-0d09-90b04a26d5fd.mp3,1.83,-223.98,74.88,1.71,4.59,-0.74,21.17,37.85,9.35,7.71,1.93,7.51,0.72,5.41,0.1142,0.0839,22050,ace-step-output,2387.6,1967.5,790.0,0.0113,4565.4,95.7,0.0591
0.667,0.335,0.207,0.35,0.16,0.253,0.399,0.285,0.253,0.597,0.258,0.123,23.888,17.766,19.545,13.747,15.07,15.643,46.142,60.0,0.0856,95179cd5-648b-5306-1b4d-64bb5ed2410c.mp3,1.83,-267.34,116.3,-2.62,-1.37,-3.74,-9.76,37.55,8.62,10.65,0.27,2.24,-1.87,-2.46,0.0591,0.0269,22050,ace-step-output,1959.4,1334.9,384.1,0.0012,2913.1,123.0,0.0204
0.168,0.231,0.18,0.192,0.447,0.287,0.202,0.188,0.357,0.5,0.319,0.303,23.027,22.245,24.99,22.331,20.838,19.798,46.658,180.0,0.2209,96739a6b-73aa-9476-e3e9-d15f1762fb99.mp3,5.49,-329.44,123.65,-7.65,-3.41,-5.78,58.07,38.55,18.39,7.54,7.25,-0.7,-2.58,-0.92,0.1071,0.068,22050,ace-step-output,1501.5,870.9,812.4,0.002,1454.0,129.2,0.0288
0.206,0.322,0.271,0.288,0.264,0.282,0.433,0.267,0.27,0.214,0.331,0.477,20.756,20.933,24.087,21.377,20.993,19.55,46.909,60.0,0.184,9af3d152-2071-0586-d26f-8807938447e4.mp3,1.83,-326.97,95.16,-6.42,-1.99,-6.66,38.4,28.26,8.05,3.62,-1.59,-3.47,-7.44,-2.89,0.069,0.0571,22050,ace-step-output,2065.7,1542.7,1017.9,0.0055,3226.5,117.5,0.048
0.159,0.284,0.306,0.189,0.419,0.284,0.294,0.236,0.336,0.353,0.447,0.633,20.461,16.3,21.522,19.96,20.404,19.126,48.403,60.0,0.405,9c8f3e2a-31db-5224-20ed-9761e2c887bb.mp3,1.83,-294.44,87.07,-1.09,1.94,-2.56,31.4,20.61,6.75,9.71,-1.28,0.76,1.54,5.98,0.1387,0.1331,22050,ace-step-output,2042.4,1710.9,1276.8,0.0094,3482.6,107.7,0.0669
0.462,0.292,0.12,0.225,0.247,0.261,0.434,0.37,0.282,0.491,0.225,0.117,21.822,20.59,24.087,20.314,18.038,16.495,46.965,300.0,0.3937,9daf381b-569d-ab9f-4ef8-54025751f8cc.mp3,9.16,-336.69,101.67,-2.02,0.05,-1.68,42.87,26.99,11.17,10.58,2.17,0.48,-3.8,-0.7,0.1176,0.1266,22050,ace-step-output,1720.7,1090.4,768.9,0.0023,2006.0,61.5,0.0335
0.566,0.297,0.128,0.207,0.298,0.177,0.293,0.268,0.225,0.413,0.238,0.225,23.521,20.496,26.891,22.039,18.248,17.087,45.812,60.0,0.1982,9df2c816-67eb-fc52-353c-f7701a2deda8.mp3,1.83,-389.76,137.6,-2.91,-1.2,1.05,60.72,23.07,5.78,2.35,-3.88,-7.34,-6.42,-2.61,0.0779,0.063,22050,ace-step-output,1170.6,686.4,431.0,0.0002,1069.5,184.6,0.0272
0.172,0.219,0.46,0.219,0.215,0.289,0.357,0.532,0.465,0.331,0.29,0.339,21.588,18.572,25.201,21.997,19.24,17.26,46.481,60.0,0.2851,9f3b9db6-541b-bb75-aeae-3c6787bcfe0c.mp3,1.83,-345.26,115.38,0.44,1.53,1.18,67.27,26.04,9.55,9.05,2.19,2.31,-3.17,3.59,0.1127,0.0889,22050,ace-step-output,1675.8,1211.6,1312.5,0.0056,2234.7,117.5,0.0397
0.261,0.17,0.177,0.197,0.266,0.242,0.49,0.263,0.188,0.27,0.224,0.414,21.806,21.249,26.462,23.815,20.796,18.11,45.865,60.0,0.1056,a0273bf5-29be-c947-f774-627f88df52cb.mp3,1.83,-382.89,156.81,-10.33,-5.96,-4.81,45.43,20.35,8.45,-1.18,-6.37,-8.04,-9.29,-10.3,0.0567,0.0329,22050,ace-step-output,1031.1,647.3,279.5,0.0001,948.3,99.4,0.0322
0.288,0.135,0.214,0.211,0.117,0.185,0.436,0.311,0.13,0.155,0.241,0.54,22.088,20.017,26.061,20.899,18.068,17.185,45.853,60.0,0.1421,a0dbdfd2-195f-9bf9-4892-d96a0c9ab6d5.mp3,1.83,-438.24,113.45,-5.52,-3.3,-2.22,45.02,19.0,8.06,0.43,-5.47,-9.55,-7.59,-6.54,0.031,0.0444,22050,ace-step-output,1316.3,827.7,311.1,0.0004,1374.1,64.6,0.0311
0.549,0.336,0.215,0.321,0.209,0.192,0.332,0.436,0.346,0.472,0.332,0.255,22.271,20.242,22.672,20.212,19.608,19.071,45.63,60.0,0.2805,a0e3acd1-df72-cb08-5e17-db9945533ce0.mp3,1.83,-334.81,96.91,-2.09,-0.3,-3.43,50.11,41.18,15.98,9.09,9.12,-0.79,-2.94,-1.75,0.0906,0.0816,22050,ace-step-output,1850.6,1150.0,813.1,0.0026,2249.5,80.7,0.0285
0.36,0.357,0.328,0.294,0.463,0.365,0.436,0.38,0.273,0.334,0.344,0.488,19.788,17.843,21.98,19.412,18.6,17.497,45.956,90.0,0.2315,a2d93d19-1291-65cb-77b7-0ca5d1f49d2e.mp3,2.75,-210.33,63.57,-2.47,2.82,-5.4,33.98,30.0,1.89,1.72,-3.89,0.12,-5.51,-2.54,0.1,0.0643,22050,ace-step-output,2645.2,2650.6,1368.1,0.0325,5613.1,123.0,0.1064
0.176,0.117,0.194,0.144,0.211,0.217,0.475,0.287,0.185,0.326,0.286,0.526,22.257,20.975,26.674,23.404,22.435,20.385,46.938,90.0,0.168,a5cdf7d7-682f-d384-d459-9b9b35b7dee6.mp3,2.75,-317.44,147.62,-6.5,-6.01,-5.05,33.07,30.8,11.72,-0.81,-6.88,-7.93,-8.85,-6.05,0.0849,0.0509,22050,ace-step-output,1201.6,766.0,329.7,0.0002,1245.7,123.0,0.0339
0.44,0.175,0.08,0.256,0.165,0.171,0.432,0.199,0.204,0.707,0.282,0.065,21.42,19.824,25.516,22.266,16.098,15.244,45.786,60.0,0.0424,a63a355f-76e4-60fb-b47b-ccad01cd5458.mp3,1.83,-476.17,121.79,-4.05,1.28,3.9,42.35,8.0,3.92,-0.75,-5.81,-10.07,-12.83,-10.08,0.016,0.0224,22050,ace-step-output,1313.5,876.8,399.8,0.0004,1453.5,107.7,0.0367
0.221,0.25,0.304,0.193,0.363,0.251,0.268,0.281,0.223,0.28,0.301,0.517,21.714,20.682,25.821,22.502,19.343,18.341,45.985,90.0,0.2428,a669e770-431f-14f5-598b-cecb4324a521.mp3,2.75,-318.24,118.21,-3.8,-0.34,-4.5,60.18,33.36,12.19,5.45,2.02,-0.96,-3.42,-1.55,0.1044,0.0772,22050,ace-step-output,1545.4,1053.0,1029.1,0.0037,1950.5,123.0,0.0397
0.314,0.161,0.219,0.234,0.119,0.151,0.402,0.258,0.197,0.307,0.281,0.562,22.465,19.831,26.564,22.588,19.485,17.714,45.398,60.0,0.121,a7fa062d-2239-0fba-5982-f407733decf3.mp3,1.83,-400.15,149.31,-7.78,-3.86,0.26,43.1,21.7,10.63,-4.27,-6.73,-7.55,-7.44,-6.3,0.0483,0.0402,22050,ace-step-output,1115.2,710.2,385.7,0.0002,1097.3,76.0,0.0297
0.344,0.329,0.468,0.463,0.407,0.436,0.583,0.489,0.505,0.545,0.473,0.599,21.805,14.025,18.381,18.297,16.532,16.555,45.182,60.0,0.1923,adc81dac-2f17-9a21-d9fe-db3d7574bea5.mp3,1.83,-350.74,88.02,-2.84,0.44,-0.75,68.82,12.37,6.58,7.68,-1.67,5.94,-3.43,4.29,0.082,0.0659,22050,ace-step-output,2344.3,2332.2,1975.7,0.0241,4595.2,117.5,0.0957
0.405,0.412,0.469,0.384,0.533,0.431,0.454,0.489,0.421,0.39,0.405,0.587,21.877,16.73,20.382,18.917,18.297,18.37,46.902,60.0,0.2987,ae0625ef-fec5-8c69-c479-f4f23f1e78f9.mp3,1.83,-212.38,69.26,0.97,2.35,-1.75,39.45,23.74,3.61,4.62,1.28,9.31,-7.93,5.22,0.147,0.0865,22050,ace-step-output,2692.9,2361.4,1194.2,0.0175,5361.3,129.2,0.0736
0.234,0.132,0.2,0.199,0.196,0.227,0.503,0.363,0.253,0.356,0.307,0.465,22.257,20.494,26.389,22.431,22.881,20.31,47.036,90.0,0.2039,aeea5f87-8912-82e5-631a-4cd0f219b0b8.mp3,2.75,-311.06,146.94,-7.15,-4.68,-2.83,32.6,27.74,14.04,1.08,-5.91,-8.07,-8.08,-5.49,0.098,0.0612,22050,ace-step-output,1214.9,769.4,353.6,0.0002,1274.1,99.4,0.032
0.205,0.126,0.212,0.216,0.208,0.218,0.51,0.342,0.207,0.252,0.271,0.48,22.177,20.78,26.687,23.527,21.447,19.01,45.77,90.0,0.1333,b2425ae5-e6fe-7834-23e0-1d278c2e5712.mp3,2.75,-348.71,150.11,-6.58,-6.76,-4.35,40.87,27.85,10.51,-1.64,-3.4,-5.86,-7.1,-2.56,0.0687,0.0425,22050,ace-step-output,1247.9,741.7,303.8,0.0002,1117.1,99.4,0.0314
0.417,0.209,0.188,0.228,0.157,0.154,0.286,0.26,0.242,0.416,0.321,0.352,20.942,21.744,25.025,21.013,20.719,19.023,45.538,60.0,0.2133,b3f873a7-9715-5578-93c1-ff9f89c0ca32.mp3,1.83,-354.48,112.74,-5.48,-2.5,-6.02,58.62,32.35,13.3,8.79,2.66,-8.11,1.8,-3.78,0.0782,0.0651,22050,ace-step-output,1599.4,1074.3,1015.0,0.0021,1976.9,161.5,0.0364
0.304,0.306,0.307,0.385,0.315,0.347,0.419,0.384,0.512,0.496,0.328,0.321,20.552,17.89,20.488,18.621,18.692,17.45,45.894,60.0,0.3102,b9785728-e047-c97e-f234-8ef828724715.mp3,1.83,-272.18,85.51,-0.93,-1.71,-5.17,35.43,29.36,7.43,7.5,1.57,2.22,-3.9,1.61,0.1119,0.0925,22050,ace-step-output,2150.3,1773.8,1286.2,0.0234,3644.4,86.1,0.0693
0.209,0.323,0.28,0.176,0.476,0.296,0.342,0.342,0.235,0.219,0.27,0.513,21.288,20.012,24.886,22.667,21.673,20.1,47.108,90.0,0.2958,bb2fea6b-5f4a-979a-1c07-b1f8f893fc17.mp3,2.75,-274.56,111.56,-4.95,-0.08,-6.06,39.76,29.45,7.12,2.68,0.9,-3.26,-8.63,-2.65,0.115,0.0908,22050,ace-step-output,1751.2,1316.3,1019.3,0.0053,2652.1,123.0,0.0494
0.269,0.151,0.223,0.263,0.172,0.214,0.448,0.352,0.203,0.258,0.265,0.438,21.184,19.509,25.071,23.982,22.473,21.069,47.73,60.0,0.2343,bd0a1ad9-e65b-2264-4550-4b448e26c379.mp3,1.83,-338.73,119.5,-3.13,-4.85,-6.08,28.12,18.41,4.34,-2.05,-2.56,-3.81,-5.25,-2.6,0.0791,0.0734,22050,ace-step-output,1393.7,1022.7,624.5,0.001,1807.4,86.1,0.046
0.182,0.128,0.206,0.164,0.164,0.21,0.483,0.362,0.255,0.374,0.286,0.525,22.548,20.508,25.922,22.215,22.215,20.701,49.328,480.0,0.2339,c209ed56-1d8a-3e5c-5f20-ef2b3d52ad43.mp3,14.65,-256.13,135.8,-6.23,-2.34,-3.25,8.75,31.48,9.58,1.87,-5.46,-1.98,-6.69,-4.74,0.1169,0.0736,22050,ace-step-output,1434.7,1012.2,453.0,0.0006,1890.0,123.0,0.04
0.169,0.355,0.247,0.181,0.49,0.308,0.268,0.185,0.314,0.243,0.3,0.524,22.291,19.771,24.117,21.673,18.797,18.368,46.112,90.0,0.2333,c4d7bb5a-0d3f-12e7-47ae-09cd917d4876.mp3,2.75,-344.6,109.05,-5.49,-0.76,-8.49,53.91,30.71,12.29,3.44,3.12,-1.66,-5.15,-0.58,0.0791,0.0786,22050,ace-step-output,1828.6,1247.1,1016.2,0.0039,2466.8,123.0,0.04
0.354,0.257,0.32,0.262,0.263,0.231,0.344,0.397,0.332,0.403,0.309,0.412,21.222,19.771,23.979,21.13,18.258,16.834,45.09,90.0,0.2324,c545a69d-7114-8114-f8e2-5a56115d45d5.mp3,2.75,-311.45,105.59,-0.69,-0.58,-4.01,50.13,32.43,11.59,6.57,2.88,2.67,-0.81,1.69,0.0987,0.0678,22050,ace-step-output,1933.0,1353.6,1070.8,0.0062,2746.9,78.3,0.0421
0.36,0.212,0.292,0.33,0.207,0.244,0.431,0.36,0.243,0.261,0.313,0.421,21.852,21.268,23.517,21.393,20.191,19.435,45.615,60.0,0.2143,c54f0b5d-4630-c005-38ec-ac9624a973df.mp3,1.83,-349.18,109.56,-3.87,-5.23,-6.71,42.07,29.42,12.83,3.94,5.97,-4.77,3.06,-1.79,0.0795,0.069,22050,ace-step-output,1678.7,1111.6,893.3,0.0026,2086.9,143.6,0.0328
0.299,0.217,0.228,0.224,0.252,0.229,0.393,0.258,0.185,0.215,0.251,0.424,20.242,22.458,24.718,21.421,20.128,21.054,46.413,60.0,0.245,c95fd922-f4ed-a0e6-2f6d-5968708c3480.mp3,1.83,-353.34,114.11,-8.25,-5.86,-8.69,43.66,29.46,8.92,-1.37,2.18,-11.37,-3.75,-4.59,0.0872,0.0767,22050,ace-step-output,1684.2,1087.3,835.2,0.002,1917.3,152.0,0.0331
0.226,0.195,0.228,0.569,0.112,0.167,0.392,0.17,0.23,0.129,0.288,0.349,20.069,18.846,25.341,25.719,19.374,17.019,45.695,60.0,0.1045,cc161ad7-4d5d-a2d2-b0b8-cfc1ac3deb8c.mp3,1.83,-384.68,156.07,-9.26,-6.9,-5.05,37.31,13.49,-1.81,-10.78,-7.75,-8.99,-6.7,-6.9,0.0469,0.0319,22050,ace-step-output,1184.0,819.6,339.0,0.0002,1263.3,76.0,0.0431
0.378,0.22,0.171,0.244,0.316,0.223,0.368,0.376,0.26,0.404,0.238,0.335,23.46,18.76,23.999,18.647,16.165,15.449,45.965,60.0,0.0822,cc74bc12-abff-b4fd-e534-12d577405d27.mp3,1.83,-410.6,110.39,-3.79,-2.71,-1.22,27.62,16.14,11.94,-1.0,-4.7,-9.76,-9.88,-5.05,0.0275,0.0326,22050,ace-step-output,1594.6,1064.5,456.4,0.0007,2037.0,76.0,0.0282
0.333,0.3,0.334,0.249,0.432,0.309,0.311,0.433,0.305,0.368,0.309,0.435,21.169,18.484,22.858,21.966,20.368,20.32,46.233,60.0,0.3018,d044fa5d-f0b9-7563-aed7-1bc876c3de6e.mp3,1.83,-165.61,72.95,-6.01,3.58,-6.93,46.83,27.36,1.01,2.92,7.65,-2.84,1.19,-1.55,0.1719,0.0858,22050,ace-step-output,2837.2,2516.8,1173.4,0.0131,5677.8,123.0,0.0841
0.518,0.342,0.185,0.287,0.274,0.214,0.273,0.277,0.301,0.491,0.311,0.24,22.457,21.574,24.233,20.807,19.343,18.871,45.51,90.0,0.2483,d12dc6de-dd11-0022-0946-a30fe27718ac.mp3,2.75,-327.5,112.22,-3.83,-1.69,-4.39,47.13,43.17,18.91,9.23,9.81,0.12,1.0,-3.02,0.1093,0.074,22050,ace-step-output,1723.3,1057.9,922.5,0.0026,1990.2,143.6,0.0285
0.46,0.304,0.223,0.335,0.317,0.224,0.325,0.298,0.28,0.452,0.282,0.308,23.009,20.059,24.093,20.096,19.315,18.942,47.052,90.0,0.244,d17a2378-f438-bec7-d961-a0d9269262a0.mp3,2.75,-311.25,97.56,-2.08,2.12,-0.53,34.87,31.09,13.24,3.61,2.08,-0.04,-5.8,-0.73,0.0887,0.0779,22050,ace-step-output,1839.6,1368.6,1159.8,0.008,2738.9,152.0,0.0494
0.18,0.181,0.422,0.147,0.11,0.126,0.217,0.668,0.289,0.078,0.087,0.25,19.906,19.57,26.2,23.116,15.246,15.153,45.487,60.0,0.094,d7838501-277b-0af2-9ea8-2a9c8396ff2b.mp3,1.83,-434.84,144.99,-5.96,-3.91,-3.61,35.41,16.68,-1.86,-12.37,-7.42,-9.99,-6.95,-5.61,0.0328,0.0295,22050,ace-step-output,1267.1,864.0,371.7,0.0004,1310.7,76.0,0.0413
0.176,0.199,0.16,0.204,0.366,0.259,0.26,0.222,0.34,0.535,0.327,0.264,22.044,22.526,24.768,21.12,19.998,19.81,45.834,60.0,0.2162,e1a7e403-c468-a172-0052-b2ec6d3484aa.mp3,1.83,-324.29,114.4,-4.81,-0.31,-8.53,48.19,39.64,20.98,6.89,9.12,-3.95,-0.6,-1.22,0.1027,0.0662,22050,ace-step-output,1796.7,1082.0,776.5,0.0017,2080.6,99.4,0.0284
